HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,374TNBHA8C5I57D7XM7EUOFPXVTYQU,X,Approved,Tue Sep 17 06:37:04 PDT 2019,Tue Sep 17 07:47:46 PDT 2019,Fri Sep 20 07:47:46 PDT 2019,Fri Sep 20 07:48:17 PDT 2019,,,4242,100% (7/7),100% (1/1),100% (1/1),G3znEKe1Q,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,386CSBG1O0WGMN31R3CMBXVWYKN6QN,X,Approved,Tue Sep 17 04:36:23 PDT 2019,Tue Sep 17 04:37:49 PDT 2019,Fri Sep 20 04:37:49 PDT 2019,Fri Sep 20 04:38:17 PDT 2019,,,86,100% (1/1),100% (1/1),100% (1/1),G3PHka92C,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3C2NJ6JBKBR71P78O982HQJFD4Y2NF,X,Approved,Tue Sep 17 04:36:18 PDT 2019,Tue Sep 17 04:48:46 PDT 2019,Fri Sep 20 04:48:46 PDT 2019,Fri Sep 20 04:49:17 PDT 2019,,,748,100% (2/2),100% (1/1),100% (1/1),G3nl4FrLr,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3HUTX6F6VVXPJA7KPO8FWFJK3E32OU,X,Approved,Tue Sep 17 05:10:42 PDT 2019,Tue Sep 17 05:14:04 PDT 2019,Fri Sep 20 05:14:04 PDT 2019,Fri Sep 20 05:14:17 PDT 2019,,,202,100% (1/1),100% (1/1),100% (1/1),G3JmJzEiO,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3K772S5NP9L7M9XDEV8QE7V8OVFEHK,X,Approved,Tue Sep 17 04:36:15 PDT 2019,Tue Sep 17 06:16:56 PDT 2019,Fri Sep 20 06:16:56 PDT 2019,Fri Sep 20 06:17:17 PDT 2019,,,6041,100% (2/2),100% (1/1),100% (1/1),G3j61UMDO,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3M0BCWMB8W6RCWGIZ3S0E2ZA0MFBWH,X,Approved,Tue Sep 17 04:36:19 PDT 2019,Tue Sep 17 06:01:56 PDT 2019,Fri Sep 20 06:01:56 PDT 2019,Fri Sep 20 06:02:17 PDT 2019,,,5137,100% (7/7),100% (2/2),100% (2/2),G33RwFZh0,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3RANCT1ZVGREKSRD43DZWEEDF64BUI,X,Approved,Tue Sep 17 04:36:16 PDT 2019,Tue Sep 17 04:40:07 PDT 2019,Fri Sep 20 04:40:07 PDT 2019,Fri Sep 20 04:40:17 PDT 2019,,,231,92% (12/13),100% (1/1),100% (1/1),G3StEEAG7,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3SITXWYCNWJ61WL898OMGLDH9OLBXA,X,Approved,Tue Sep 17 04:36:19 PDT 2019,Tue Sep 17 04:38:48 PDT 2019,Fri Sep 20 04:38:48 PDT 2019,Fri Sep 20 04:39:17 PDT 2019,,,149,80% (4/5),100% (1/1),100% (1/1),G3qTPE1hb,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3TMSXRD2X7AQZYYQX6ZB8QM1EB1W1Y,X,Approved,Tue Sep 17 06:37:03 PDT 2019,Tue Sep 17 06:38:43 PDT 2019,Fri Sep 20 06:38:43 PDT 2019,Fri Sep 20 06:39:17 PDT 2019,,,100,100% (1/1),100% (1/1),100% (1/1),G3RxaQ0BU,,
3W31J70BAS6H4HGDYN0RCRGBN6UKCH,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:07 PDT 2019,10,BatchId:3769912;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:07 PDT 2019,,,3W2LOLRXLCPNX33Q6MVNQ6AJV2IKRI,X,Approved,Tue Sep 17 05:59:46 PDT 2019,Tue Sep 17 07:49:36 PDT 2019,Fri Sep 20 07:49:36 PDT 2019,Fri Sep 20 07:50:17 PDT 2019,,,6590,100% (5/5),100% (1/1),100% (1/1),G36zorSuU,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,31T4R4OBOTQVWM7N5VGJX66BPG6C7N,X,Approved,Tue Sep 17 04:36:51 PDT 2019,Tue Sep 17 05:48:48 PDT 2019,Fri Sep 20 05:48:48 PDT 2019,Fri Sep 20 05:49:17 PDT 2019,,,4317,100% (4/4),100% (1/1),100% (1/1),G3Ba79EyP,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,369J354OFEKP9Y9NO77AHJRUSYSG6I,X,Approved,Tue Sep 17 06:37:56 PDT 2019,Tue Sep 17 07:03:56 PDT 2019,Fri Sep 20 07:03:56 PDT 2019,Fri Sep 20 07:04:18 PDT 2019,,,1560,100% (9/9),100% (1/1),100% (1/1),G33YYIgHv,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3F6HPJW4JEAXOJGMGAZPD9W66G22W6,X,Approved,Tue Sep 17 04:36:51 PDT 2019,Tue Sep 17 04:40:36 PDT 2019,Fri Sep 20 04:40:36 PDT 2019,Fri Sep 20 04:41:17 PDT 2019,,,225,100% (1/1),100% (1/1),100% (1/1),G32BAdl4t,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3IRIK4HM3BUCSMTIMLBRRS6FU5MC6O,X,Approved,Tue Sep 17 04:36:50 PDT 2019,Tue Sep 17 04:58:13 PDT 2019,Fri Sep 20 04:58:13 PDT 2019,Fri Sep 20 04:58:17 PDT 2019,,,1283,93% (13/14),100% (2/2),100% (2/2),G3v6yR42v,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3PMBY0YE28DZA5VGKSE3B2XHK6UC9Z,X,Approved,Tue Sep 17 04:36:55 PDT 2019,Tue Sep 17 04:42:20 PDT 2019,Fri Sep 20 04:42:20 PDT 2019,Fri Sep 20 04:43:17 PDT 2019,,,325,100% (2/2),100% (1/1),100% (1/1),G3SpqNmQr,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3Q5C1WP23NBWMFJ615C2IQ9OUDK51B,X,Approved,Tue Sep 17 04:36:57 PDT 2019,Tue Sep 17 04:50:07 PDT 2019,Fri Sep 20 04:50:07 PDT 2019,Fri Sep 20 04:50:17 PDT 2019,,,790,100% (5/5),100% (1/1),100% (1/1),G3miKgpSU,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3Q8GYXHFEQCG9IT4H21MZMSFYABC58,X,Approved,Tue Sep 17 04:36:50 PDT 2019,Tue Sep 17 04:38:40 PDT 2019,Fri Sep 20 04:38:40 PDT 2019,Fri Sep 20 04:39:17 PDT 2019,,,110,100% (2/2),100% (1/1),100% (1/1),G3YSutkz6,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3QJOXOW4XK1TENYO5SO36C345HEEMT,X,Approved,Tue Sep 17 04:36:52 PDT 2019,Tue Sep 17 04:47:28 PDT 2019,Fri Sep 20 04:47:28 PDT 2019,Fri Sep 20 04:48:17 PDT 2019,,,636,100% (1/1),100% (1/1),100% (1/1),G3vz4Smjg,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3RJSC4XJ114WFQYO5M824LQEPLE508,X,Approved,Tue Sep 17 08:03:38 PDT 2019,Tue Sep 17 08:07:50 PDT 2019,Fri Sep 20 08:07:50 PDT 2019,Fri Sep 20 08:08:17 PDT 2019,,,252,100% (3/3),100% (1/1),100% (1/1),G3Nu74cyz,,
3BFNCI9LYK05W2DAM00HFJ7VB9H730,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:36:43 PDT 2019,10,BatchId:3769913;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:36:43 PDT 2019,,,3WLEIWSYHPRFRTLXLBDPC6MJRSPH2L,X,Approved,Tue Sep 17 04:36:56 PDT 2019,Tue Sep 17 04:49:37 PDT 2019,Fri Sep 20 04:49:37 PDT 2019,Fri Sep 20 04:50:17 PDT 2019,,,761,100% (1/1),100% (1/1),100% (1/1),G3HmENBBY,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,31LM9EDVOM277L5GVUEUG75WFFKJNJ,X,Approved,Tue Sep 17 04:37:09 PDT 2019,Tue Sep 17 05:01:12 PDT 2019,Fri Sep 20 05:01:12 PDT 2019,Fri Sep 20 05:01:17 PDT 2019,,,1443,100% (1/1),100% (1/1),100% (1/1),G3F2tLbU4,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,33OOO72IVIVIUK4UIYJK22YTEDZCT1,X,Approved,Tue Sep 17 04:58:57 PDT 2019,Tue Sep 17 05:01:15 PDT 2019,Fri Sep 20 05:01:15 PDT 2019,Fri Sep 20 05:01:17 PDT 2019,,,138,100% (1/1),100% (1/1),100% (1/1),G3vW9sp8z,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,34QN5IT0T01F28HQ3KF5G505RCG088,X,Submitted,Tue Sep 17 08:36:56 PDT 2019,Tue Sep 17 09:24:08 PDT 2019,Fri Sep 20 09:24:08 PDT 2019,,,,2832,100% (3/3),100% (2/2),100% (2/2),G3bM5jFCf,,
3HXCEECSQM3PWFG4UGLQWXW7U3OZYP,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:37:05 PDT 2019,10,BatchId:3769914;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:37:05 PDT 2019,,,35H6S234SBART1K37BOJDM052O0569,X,Approved,Tue Sep 17 04:37:09 PDT 2019,Tue Sep 17 04:47:59 PDT 2019,Fri Sep 20 04:47:59 PDT 2019,Fri Sep 20 04:48:17 PDT 2019,,,650,100% (3/3),100% (1/1),100% (1/1),G34rjn9b8,,
